Var2,CHEMICAL_NAME.x,SUPER_PATHWAY.x,Var1,CHEMICAL_NAME.y,SUPER_PATHWAY.y,corr,p
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001251,decanoylcarnitine (C10),Lipid,0.12326174,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001256,N-acetylphenylalanine,Amino Acid,-0.197631018,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001383,1-myristoyl-GPC (14:0),Lipid,-0.244074982,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001391,stearoylcarnitine (C18),Lipid,0.195960712,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001395,1-linoleoyl-GPC (18:2),Lipid,0.17881716,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001425,"5,6-dihydrouridine",Nucleotide,-0.224694226,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001540,glutamine_degradant*,Partially Characterized Molecules,-0.278822491,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001550,homostachydrine*,Xenobiotics,-0.413371185,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001551,1-arachidonoyl-GPC (20:4n6)*,Lipid,0.091888164,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001552,1-dihomo-linolenoyl-GPC (20:3n3 or 6)*,Lipid,-0.373592299,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001553,1-dihomo-linoleoyl-GPC (20:2)*,Lipid,0.190707492,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,0.572261373,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001571,1-arachidonoyl-GPE (20:4n6)*,Lipid,-0.103240833,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001668,1-ribosyl-imidazoleacetate*,Amino Acid,-0.195651334,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001674,2-arachidonoyl-GPE (20:4)*,Lipid,-0.082892603,2.22E-16
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001710,leucylleucine,Peptide,-0.128421738,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001743,tryptophan betaine,Amino Acid,-0.308316519,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001757,thymol sulfate,Xenobiotics,-0.164126093,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001869,1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),Lipid,0.057339203,1.46E-08
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,0.183114988,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,0.462490729,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100002094,gamma-CEHC,Cofactors and Vitamins,0.059664725,3.72E-09
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100002466,cysteinylglycine disulfide*,Amino Acid,-0.215538801,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100002796,cis-4-decenoate (10:1n6)*,Lipid,0.123111593,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,0.314467578,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,0.547607992,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100003695,mannonate*,Xenobiotics,-0.173738384,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100004208,guaiacol sulfate,Xenobiotics,-0.147984771,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100004542,2-aminoheptanoate,Lipid,-0.389071125,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,0.555669415,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100005384,O-sulfo-tyrosine,Xenobiotics,-0.198885526,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,0.349123843,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100006129,vanillactate,Amino Acid,-0.200954559,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100006171,eugenol sulfate,Xenobiotics,-0.200512225,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100006361,dopamine 3-O-sulfate,Amino Acid,-0.156228875,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100006379,C-glycosyltryptophan,Amino Acid,-0.261655615,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008914,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,0.056250402,2.72E-08
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,0.621765019,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,0.505509092,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,0.481473038,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008918,1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),Lipid,0.477431945,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008957,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",Lipid,0.366434324,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008976,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,-0.26721299,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008985,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,-0.420754741,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100008999,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,0.640125054,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009000,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,Lipid,0.885134964,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009002,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,0.607588881,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009004,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,Lipid,0.877102974,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009005,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,0.485848928,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009007,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,0.47912073,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009008,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,Lipid,0.782935281,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009009,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,0.390612172,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009014,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,0.360797874,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009015,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,Lipid,0.782611379,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009020,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,Lipid,0.36050297,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009038,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,-0.102852081,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009051,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,Lipid,-0.411210081,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009066,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,Lipid,-0.123735207,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009122,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,Lipid,-0.161702352,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009124,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,Lipid,0.153622615,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009125,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*,Lipid,0.48838078,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009126,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,Lipid,0.117602082,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009130,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,0.442458128,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009134,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,Lipid,0.497016744,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009135,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,Lipid,0.480458905,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009147,1-stearyl-GPC (O-18:0)*,Lipid,0.189282788,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009160,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,0.355583929,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009162,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,0.402113552,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009166,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",Lipid,0.259119041,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009215,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,Lipid,-0.381642583,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100009333,docosahexaenoylcholine,Lipid,0.317101515,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,0.347890463,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100010962,1-palmityl-GPE (O-16:0)*,Lipid,0.282593528,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015590,1-stearyl-2-linoleoyl-GPC (O-18:0/18:2)*,Lipid,0.444598979,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015594,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,Lipid,-0.339153063,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015596,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,Lipid,0.574987093,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015625,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,Lipid,0.237042707,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015687,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",Lipid,0.635205914,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015745,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,0.29628529,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015786,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",Lipid,-0.057782764,1.13E-08
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015797,heneicosapentaenoate (21:5n3),Lipid,0.531637319,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015833,arachidoylcarnitine (C20)*,Lipid,0.200562647,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015836,ximenoylcarnitine (C26:1)*,Lipid,0.234462357,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015838,eicosenoylcarnitine (C20:1)*,Lipid,0.201550099,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015845,docosahexaenoylcarnitine (C22:6)*,Lipid,0.503428349,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015846,nervonoylcarnitine (C24:1)*,Lipid,0.228928647,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100015962,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,-0.255497734,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100016007,"phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*",Lipid,0.465675731,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020208,perfluorooctanoate (PFOA),Xenobiotics,0.241939865,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020225,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPC (P-18:1/22:6)*,Lipid,0.775695967,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020259,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,-0.11862465,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020261,glutamine conjugate of C6H10O2 (1)*,Partially Characterized Molecules,-0.131662509,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020515,2-naphthol sulfate,Xenobiotics,-0.132179641,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020837,"2,6-dihydroxybenzoic acid",Xenobiotics,-0.127561047,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100020893,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",Amino Acid,-0.191641174,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100021363,vanilloylglycine,Xenobiotics,-0.121098373,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,100022120,oxindolylalanine,Amino Acid,0.096386301,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999911315,X-11315,,0.135957645,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999911381,X-11381,,-0.053056793,1.59E-07
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999911847,X-11847,,0.11164838,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999911858,X-11858,,0.07204586,1.06E-12
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999911880,X-11880,,-0.149125769,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999912822,X-12822,,0.168912453,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999912847,X-12847,,-0.149336074,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999913658,X-13658,,-0.407006893,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999913866,X-13866,,0.375820604,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999916935,X-16935,,-0.105561608,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999917690,X-17690,,-0.228930874,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999918901,X-18901,,-0.105633285,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999919141,X-19141,,-0.232753271,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999921258,X-21258,,-0.151210325,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999921661,X-21661,,0.123238715,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999923644,X-23644,,-0.181513471,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999923782,X-23782,,0.394165888,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999924475,X-24475,,0.167690994,0
100009376,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,Lipid,999924947,X-24947,,0.105698787,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,181,laurate (12:0),Lipid,-0.074958987,1.25E-13
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,358,hypotaurine,Amino Acid,0.085532316,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,445,orotate,Nucleotide,0.075962822,5.86E-14
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,452,palmitoleate (16:1n7),Lipid,-0.088879629,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,561,glutamate,Amino Acid,0.16258228,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1022,picolinate,Amino Acid,0.21789334,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1224,"cys-gly, oxidized",Amino Acid,0.058604029,6.99E-09
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1242,N1-methyladenosine,Nucleotide,0.075346137,9.35E-14
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1342,3-methoxytyrosine,Amino Acid,-0.055079372,5.26E-08
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,0.086573558,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,0.122845799,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100000611,1-palmityl-GPC (O-16:0),Lipid,0.172537106,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100000665,docosahexaenoate (DHA; 22:6n3),Lipid,0.271664148,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,-0.062848423,5.25E-10
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,0.078775023,6.66E-15
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001055,isobutyrylcarnitine (C4),Amino Acid,0.292954892,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001197,10-undecenoate (11:1n1),Lipid,0.08619653,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001211,sebacate (C10-DC),Lipid,0.067913006,1.91E-11
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001247,octanoylcarnitine (C8),Lipid,0.136348073,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001251,decanoylcarnitine (C10),Lipid,0.136584008,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001256,N-acetylphenylalanine,Amino Acid,0.099321883,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001391,stearoylcarnitine (C18),Lipid,0.225941101,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001395,1-linoleoyl-GPC (18:2),Lipid,0.096129599,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001425,"5,6-dihydrouridine",Nucleotide,-0.050495114,6.08E-07
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001540,glutamine_degradant*,Partially Characterized Molecules,0.121787385,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001550,homostachydrine*,Xenobiotics,-0.170899422,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001551,1-arachidonoyl-GPC (20:4n6)*,Lipid,0.11465837,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001553,1-dihomo-linoleoyl-GPC (20:2)*,Lipid,0.121976427,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001554,2-arachidonoyl-GPC (20:4)*,Lipid,0.061474743,1.24E-09
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001566,1-docosahexaenoyl-GPC (22:6)*,Lipid,0.355551794,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001743,tryptophan betaine,Amino Acid,-0.198715004,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001757,thymol sulfate,Xenobiotics,-0.059112557,5.17E-09
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100001882,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),Lipid,-0.058581407,7.08E-09
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100002060,1-docosahexaenoyl-GPE (22:6)*,Lipid,0.323041948,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100002466,cysteinylglycine disulfide*,Amino Acid,0.101212831,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100002875,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,0.185436256,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100003001,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,0.3096281,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100003695,mannonate*,Xenobiotics,0.065843969,7.61E-11
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100004208,guaiacol sulfate,Xenobiotics,0.105317277,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100004542,2-aminoheptanoate,Lipid,-0.106350971,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,Lipid,0.219242387,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100005384,O-sulfo-tyrosine,Xenobiotics,0.061775688,1.03E-09
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",Lipid,0.090197849,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100008915,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,0.337616742,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100008916,1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),Lipid,0.312544144,0
100010955,perfluorooctanesulfonate (PFOS),Xenobiotics,100008917,1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18:0/18:1),Lipid,0.162674926,0
